day,event,bird_id,host_species,mite_species
1,1,AMRE1,AMRE,Amerodectes ischyros
1,1,AMRE1,AMRE,Amerodectes ischyros
1,1,AMRE1,AMRE,Amerodectes ischyros
1,1,AMRE1,AMRE,Amerodectes ischyros
1,1,AMRE1,AMRE,Amerodectes ischyros
1,1,AMRE1,AMRE,Amerodectes ischyros
3,1,AMRE1,AMRE,Amerodectes ischyros
3,1,AMRE1,AMRE,Amerodectes ischyros
9,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
10,1,AMRE1,AMRE,Amerodectes ischyros
5,1,PROW1,PROW,Amerodectes protonotaria
5,1,PROW1,PROW,Amerodectes protonotaria
5,1,PROW1,PROW,Amerodectes protonotaria
5,1,PROW1,PROW,Amerodectes protonotaria
11,1,PROW1,PROW,Amerodectes protonotaria
3,1,PROW2,PROW,Amerodectes protonotaria
3,1,PROW2,PROW,Amerodectes protonotaria
3,1,PROW2,PROW,Amerodectes protonotaria
3,1,PROW2,PROW,Amerodectes protonotaria
3,1,PROW2,PROW,Amerodectes protonotaria
3,1,PROW2,PROW,Amerodectes protonotaria
3,1,PROW2,PROW,Amerodectes protonotaria
3,1,PROW2,PROW,Amerodectes protonotaria
3,1,PROW2,PROW,Amerodectes protonotaria
3,1,PROW2,PROW,Amerodectes protonotaria
3,1,PROW2,PROW,Amerodectes protonotaria
3,1,PROW2,PROW,Amerodectes protonotaria
3,1,PROW2,PROW,Amerodectes protonotaria
4,1,PROW2,PROW,Amerodectes protonotaria
4,1,PROW2,PROW,Amerodectes protonotaria
4,1,PROW2,PROW,Amerodectes protonotaria
4,1,PROW2,PROW,Amerodectes protonotaria
4,1,PROW2,PROW,Amerodectes protonotaria
4,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
5,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
6,1,PROW2,PROW,Amerodectes protonotaria
1,1,AMRE2,AMRE,Amerodectes ischyros
1,1,AMRE2,AMRE,Amerodectes ischyros
6,1,AMRE2,AMRE,Amerodectes ischyros
6,1,AMRE2,AMRE,Amerodectes ischyros
6,1,AMRE2,AMRE,Amerodectes ischyros
7,1,AMRE2,AMRE,Amerodectes ischyros
8,1,AMRE2,AMRE,Amerodectes ischyros
8,1,AMRE2,AMRE,Amerodectes ischyros
8,1,AMRE2,AMRE,Amerodectes ischyros
8,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
11,1,AMRE2,AMRE,Amerodectes ischyros
9,1,PROW3,PROW,Amerodectes protonotaria
9,1,PROW3,PROW,Amerodectes protonotaria
9,1,PROW3,PROW,Amerodectes protonotaria
9,1,PROW3,PROW,Amerodectes protonotaria
9,1,PROW3,PROW,Amerodectes protonotaria
9,1,PROW3,PROW,Amerodectes protonotaria
9,1,PROW3,PROW,Amerodectes protonotaria
9,1,PROW3,PROW,Amerodectes protonotaria
9,1,PROW3,PROW,Amerodectes protonotaria
9,1,PROW3,PROW,Amerodectes protonotaria
9,1,PROW3,PROW,Amerodectes protonotaria
1,1,PROW3,PROW,Proctophyllodes quadratus
1,1,PROW3,PROW,Proctophyllodes quadratus
2,1,PROW3,PROW,Proctophyllodes quadratus
1,1,PROW4,PROW,Amerodectes protonotaria
2,1,PROW4,PROW,Amerodectes protonotaria
2,1,PROW4,PROW,Amerodectes protonotaria
3,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
10,1,PROW4,PROW,Amerodectes protonotaria
